Study,Experiment,Family,Genus,Species,Latitude,Longitude,Stressor,Lifestage,Response_category,Sign_change,Response_variable,Units,Duration_days,Timepoint,Sample_size.t,Sample_size.c,ECOREGION,PROVINCE,REALM,yi,vi,deltapH_z,deltapCO2_z,deltaT_z,Duration_days_z
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,54.183828,7.872645,OA,Young sporophyte,Biochemical composition,+,Soluble carbohydrates,mg/g,18,F,5,5,North Sea,Northern European Seas,Temperate Northern Atlantic,0.144522393,0.401044336,0.617149384,0.700099029,NA,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,54.183828,7.872645,T,Young sporophyte,Biochemical composition,+,Soluble carbohydrates,mg/g,18,F,5,5,North Sea,Northern European Seas,Temperate Northern Atlantic,3.885890665,1.155007313,NA,NA,-0.013229749,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,54.183828,7.872645,OA + T,Young sporophyte,Biochemical composition,+,Soluble carbohydrates,mg/g,18,F,5,5,North Sea,Northern European Seas,Temperate Northern Atlantic,2.620882841,0.743451343,-0.778552142,-1.075618414,-0.063783057,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,54.183828,7.872645,OA + T,Young sporophyte,Biochemical composition,+,Soluble carbohydrates,mg/g,18,F,5,5,North Sea,Northern European Seas,Temperate Northern Atlantic,0.136404209,0.400930305,0.617149384,0.8847302,0.012046905,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,78.066044,12.608806,OA,Young sporophyte,Biochemical composition,+,Nitrogen,% dry weight,18,F,5,5,North and East Barents Sea,Arctic,Arctic,-1.186143733,0.470346848,-1.046956281,-1.396007799,NA,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,78.066044,12.608806,OA,Young sporophyte,Biochemical composition,+,Nitrogen,% dry weight,18,F,5,5,North and East Barents Sea,Arctic,Arctic,-0.422688181,0.408933265,0.617149384,0.531758843,NA,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,78.066044,12.608806,T,Young sporophyte,Biochemical composition,+,Nitrogen,% dry weight,18,F,5,5,North and East Barents Sea,Arctic,Arctic,3.159204254,0.899028576,NA,NA,-0.367102905,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,78.066044,12.608806,OA + T,Young sporophyte,Biochemical composition,+,Nitrogen,% dry weight,18,F,5,5,North and East Barents Sea,Arctic,Arctic,2.829980746,0.800439551,-1.100637109,-1.290116392,-0.316549597,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,78.066044,12.608806,OA + T,Young sporophyte,Biochemical composition,+,Nitrogen,% dry weight,18,F,5,5,North and East Barents Sea,Arctic,Arctic,3.1909785,0.90911719,0.563468556,0.8087056,-0.316549597,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,54.183828,7.872645,OA,Young sporophyte,Biochemical composition,+,Nitrogen,% dry weight,18,F,5,5,North Sea,Northern European Seas,Temperate Northern Atlantic,2.040286625,0.608138476,-0.778552142,-1.113630714,NA,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,54.183828,7.872645,OA,Young sporophyte,Biochemical composition,+,Nitrogen,% dry weight,18,F,5,5,North Sea,Northern European Seas,Temperate Northern Atlantic,2.297412822,0.663905284,0.617149384,0.700099029,NA,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,54.183828,7.872645,T,Young sporophyte,Biochemical composition,+,Nitrogen,% dry weight,18,F,5,5,North Sea,Northern European Seas,Temperate Northern Atlantic,7.263607736,3.037999867,NA,NA,-0.013229749,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,54.183828,7.872645,OA + T,Young sporophyte,Biochemical composition,+,Nitrogen,% dry weight,18,F,5,5,North Sea,Northern European Seas,Temperate Northern Atlantic,8.495259349,4.008471571,-0.778552142,-1.075618414,-0.063783057,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,54.183828,7.872645,OA + T,Young sporophyte,Biochemical composition,+,Nitrogen,% dry weight,18,F,5,5,North Sea,Northern European Seas,Temperate Northern Atlantic,10.03243611,5.432488713,0.617149384,0.8847302,0.012046905,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,78.066044,12.608806,OA,Young sporophyte,Biochemical composition,+,Proteins,mg/g,18,F,5,5,North and East Barents Sea,Arctic,Arctic,0.149881697,0.401123226,-1.046956281,-1.396007799,NA,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,78.066044,12.608806,OA,Young sporophyte,Biochemical composition,+,Proteins,mg/g,18,F,5,5,North and East Barents Sea,Arctic,Arctic,0.694531393,0.424118693,0.617149384,0.531758843,NA,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,78.066044,12.608806,T,Young sporophyte,Biochemical composition,+,Proteins,mg/g,18,F,5,5,North and East Barents Sea,Arctic,Arctic,2.198737368,0.641722301,NA,NA,-0.367102905,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,78.066044,12.608806,OA + T,Young sporophyte,Biochemical composition,+,Proteins,mg/g,18,F,5,5,North and East Barents Sea,Arctic,Arctic,0.461719042,0.410659224,-1.100637109,-1.290116392,-0.316549597,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,78.066044,12.608806,OA + T,Young sporophyte,Biochemical composition,+,Proteins,mg/g,18,F,5,5,North and East Barents Sea,Arctic,Arctic,1.22386947,0.474892824,0.563468556,0.8087056,-0.316549597,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,54.183828,7.872645,OA,Young sporophyte,Biochemical composition,+,Proteins,mg/g,18,F,5,5,North Sea,Northern European Seas,Temperate Northern Atlantic,0.959176687,0.446000996,-0.778552142,-1.113630714,NA,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,54.183828,7.872645,OA,Young sporophyte,Biochemical composition,+,Proteins,mg/g,18,F,5,5,North Sea,Northern European Seas,Temperate Northern Atlantic,-0.294372375,0.404332755,0.617149384,0.700099029,NA,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,54.183828,7.872645,T,Young sporophyte,Biochemical composition,+,Proteins,mg/g,18,F,5,5,North Sea,Northern European Seas,Temperate Northern Atlantic,1.019269101,0.451945475,NA,NA,-0.013229749,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,54.183828,7.872645,OA + T,Young sporophyte,Biochemical composition,+,Proteins,mg/g,18,F,5,5,North Sea,Northern European Seas,Temperate Northern Atlantic,1.619020404,0.531061353,-0.778552142,-1.075618414,-0.063783057,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,54.183828,7.872645,OA + T,Young sporophyte,Biochemical composition,+,Proteins,mg/g,18,F,5,5,North Sea,Northern European Seas,Temperate Northern Atlantic,1.794750071,0.561056391,0.617149384,0.8847302,0.012046905,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,78.066044,12.608806,OA,Young sporophyte,Biochemical composition,+,Lipids,mg/g,18,F,5,5,North and East Barents Sea,Arctic,Arctic,-0.298064133,0.404442111,-1.046956281,-1.396007799,NA,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,78.066044,12.608806,OA,Young sporophyte,Biochemical composition,+,Lipids,mg/g,18,F,5,5,North and East Barents Sea,Arctic,Arctic,0.059413612,0.400176499,0.617149384,0.531758843,NA,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,78.066044,12.608806,T,Young sporophyte,Biochemical composition,+,Lipids,mg/g,18,F,5,5,North and East Barents Sea,Arctic,Arctic,2.81442567,0.796049593,NA,NA,-0.367102905,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,78.066044,12.608806,OA + T,Young sporophyte,Biochemical composition,+,Lipids,mg/g,18,F,5,5,North and East Barents Sea,Arctic,Arctic,2.651112327,0.751419828,-1.100637109,-1.290116392,-0.316549597,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,78.066044,12.608806,OA + T,Young sporophyte,Biochemical composition,+,Lipids,mg/g,18,F,5,5,North and East Barents Sea,Arctic,Arctic,3.385827925,0.973191537,0.563468556,0.8087056,-0.316549597,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,54.183828,7.872645,OA,Young sporophyte,Biochemical composition,+,Lipids,mg/g,18,F,5,5,North Sea,Northern European Seas,Temperate Northern Atlantic,1.158738985,0.467133802,-0.778552142,-1.113630714,NA,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,54.183828,7.872645,OA,Young sporophyte,Biochemical composition,+,Lipids,mg/g,18,F,5,5,North Sea,Northern European Seas,Temperate Northern Atlantic,0.783474525,0.430691617,0.617149384,0.700099029,NA,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,54.183828,7.872645,T,Young sporophyte,Biochemical composition,+,Lipids,mg/g,18,F,5,5,North Sea,Northern European Seas,Temperate Northern Atlantic,2.318107149,0.668681038,NA,NA,-0.013229749,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,54.183828,7.872645,OA + T,Young sporophyte,Biochemical composition,+,Lipids,mg/g,18,F,5,5,North Sea,Northern European Seas,Temperate Northern Atlantic,2.093884509,0.619217617,-0.778552142,-1.075618414,-0.063783057,0.341450666
Olischlager et al. 2014,1,Arthrothamnaceae,Saccharina,Saccharina latissima,54.183828,7.872645,OA + T,Young sporophyte,Biochemical composition,+,Lipids,mg/g,18,F,5,5,North Sea,Northern European Seas,Temperate Northern Atlantic,2.033028502,0.606660244,0.617149384,0.8847302,0.012046905,0.341450666
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,38.533333,141.516667,T,Young sporophyte,Survival,+,Survival,%,1,NF,3,3,Northeastern Honshu,Cold Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.713716884
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,38.533333,141.516667,T,Young sporophyte,Survival,+,Survival,%,2,NF,3,3,Northeastern Honshu,Cold Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.651648205
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,38.533333,141.516667,T,Young sporophyte,Survival,+,Survival,%,3,NF,3,3,Northeastern Honshu,Cold Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.589579525
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,38.533333,141.516667,T,Young sporophyte,Survival,+,Survival,%,4,NF,3,3,Northeastern Honshu,Cold Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.527510846
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,38.533333,141.516667,T,Young sporophyte,Survival,+,Survival,%,5,NF,3,3,Northeastern Honshu,Cold Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.465442166
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,38.533333,141.516667,T,Young sporophyte,Survival,+,Survival,%,6,NF,3,3,Northeastern Honshu,Cold Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.403373487
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,38.533333,141.516667,T,Young sporophyte,Survival,+,Survival,%,7,NF,3,3,Northeastern Honshu,Cold Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.341304808
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,38.533333,141.516667,T,Young sporophyte,Survival,+,Survival,%,8,NF,3,3,Northeastern Honshu,Cold Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.279236128
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,38.533333,141.516667,T,Young sporophyte,Survival,+,Survival,%,10,NF,3,3,Northeastern Honshu,Cold Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.155098769
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,38.533333,141.516667,T,Young sporophyte,Survival,+,Survival,%,11,NF,3,3,Northeastern Honshu,Cold Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.09303009
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,38.533333,141.516667,T,Young sporophyte,Survival,+,Survival,%,12,F,3,3,Northeastern Honshu,Cold Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.03096141
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,34.216667,135.616667,T,Young sporophyte,Survival,+,Survival,%,1,NF,3,3,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.713716884
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,34.216667,135.616667,T,Young sporophyte,Survival,+,Survival,%,2,NF,3,3,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.651648205
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,34.216667,135.616667,T,Young sporophyte,Survival,+,Survival,%,3,NF,3,3,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.589579525
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,34.216667,135.616667,T,Young sporophyte,Survival,+,Survival,%,4,NF,3,3,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.527510846
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,34.216667,135.616667,T,Young sporophyte,Survival,+,Survival,%,5,NF,3,3,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.465442166
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,34.216667,135.616667,T,Young sporophyte,Survival,+,Survival,%,6,NF,3,3,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.403373487
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,34.216667,135.616667,T,Young sporophyte,Survival,+,Survival,%,7,NF,3,3,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.341304808
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,34.216667,135.616667,T,Young sporophyte,Survival,+,Survival,%,8,NF,3,3,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.279236128
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,34.216667,135.616667,T,Young sporophyte,Survival,+,Survival,%,9,NF,3,3,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.217167449
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,34.216667,135.616667,T,Young sporophyte,Survival,+,Survival,%,10,NF,3,3,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.155098769
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,34.216667,135.616667,T,Young sporophyte,Survival,+,Survival,%,11,NF,3,3,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.09303009
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,34.216667,135.616667,T,Young sporophyte,Survival,+,Survival,%,12,F,3,3,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,-0.594592791,-0.03096141
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,38.533333,141.516667,T,Young sporophyte,Survival,+,Survival,%,1,NF,3,3,Northeastern Honshu,Cold Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,0.416473369,-0.713716884
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,38.533333,141.516667,T,Young sporophyte,Survival,+,Survival,%,2,NF,3,3,Northeastern Honshu,Cold Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,0.416473369,-0.651648205
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,38.533333,141.516667,T,Young sporophyte,Survival,+,Survival,%,3,NF,3,3,Northeastern Honshu,Cold Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,0.416473369,-0.589579525
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,38.533333,141.516667,T,Young sporophyte,Survival,+,Survival,%,4,NF,3,3,Northeastern Honshu,Cold Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,0.416473369,-0.527510846
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,38.533333,141.516667,T,Young sporophyte,Survival,+,Survival,%,5,NF,3,3,Northeastern Honshu,Cold Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,0.416473369,-0.465442166
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,38.533333,141.516667,T,Young sporophyte,Survival,+,Survival,%,6,NF,3,3,Northeastern Honshu,Cold Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,0.416473369,-0.403373487
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,38.533333,141.516667,T,Young sporophyte,Survival,+,Survival,%,7,NF,3,3,Northeastern Honshu,Cold Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,0.416473369,-0.341304808
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,38.533333,141.516667,T,Young sporophyte,Survival,+,Survival,%,8,NF,3,3,Northeastern Honshu,Cold Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,0.416473369,-0.279236128
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,38.533333,141.516667,T,Young sporophyte,Survival,+,Survival,%,10,NF,3,3,Northeastern Honshu,Cold Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,0.416473369,-0.155098769
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,38.533333,141.516667,T,Young sporophyte,Survival,+,Survival,%,11,NF,3,3,Northeastern Honshu,Cold Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,0.416473369,-0.09303009
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,38.533333,141.516667,T,Young sporophyte,Survival,+,Survival,%,12,F,3,3,Northeastern Honshu,Cold Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,0.416473369,-0.03096141
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,34.216667,135.616667,T,Young sporophyte,Survival,+,Survival,%,1,NF,3,3,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,0.416473369,-0.713716884
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,34.216667,135.616667,T,Young sporophyte,Survival,+,Survival,%,2,NF,3,3,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,0.416473369,-0.651648205
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,34.216667,135.616667,T,Young sporophyte,Survival,+,Survival,%,3,NF,3,3,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,0.416473369,-0.589579525
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,34.216667,135.616667,T,Young sporophyte,Survival,+,Survival,%,4,NF,3,3,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,0.416473369,-0.527510846
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,34.216667,135.616667,T,Young sporophyte,Survival,+,Survival,%,5,NF,3,3,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,0.416473369,-0.465442166
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,34.216667,135.616667,T,Young sporophyte,Survival,+,Survival,%,6,NF,3,3,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,0.416473369,-0.403373487
Gao et al. 2013a,1,Alariaceae,Undaria,Undaria pinnatifida,34.216667,135.616667,T,Young sporophyte,Survival,+,Survival,%,7,NF,3,3,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.666666667,NA,NA,0.416473369,-0.341304808
